#{"t_start": 1786333910.6278536, "env_id": "None"}
r,l,t
-230.37135,500,21.470197
-137.29109,500,21.474699
-207.48209,500,21.474718
-227.30617,500,21.474726
-421.11697,500,35.658806
-178.43979,500,35.660083
-195.11794,500,35.660102
-231.16756,500,35.660106
-78.11311,500,49.868082
-213.17313,500,49.868415
-181.0043,500,49.868446
-184.34453,500,49.868452
-148.54518,500,64.00107
-272.17462,500,64.001281
-153.34943,500,64.001299
-223.22643,500,64.001305
-145.56483,500,80.877931
-225.13066,500,80.87807
-258.81912,500,80.87808
-132.95094,500,80.878085
-99.97548,500,95.476395
-242.40622,500,95.476454
-228.66129,500,95.476462
-215.11937,500,95.476466
-81.55522,500,110.002361
-106.68028,500,110.002442
-250.52107,500,110.002451
-148.14255,500,110.002456
-118.75672,500,124.354556
-148.26028,500,124.354612
-208.36536,500,124.354619
-120.16028,500,124.354623
-95.64296,500,140.810593
-136.9891,500,140.810749
-189.53079,500,140.81076
-74.81776,500,140.810765
-79.62435,500,155.148782
-88.90354,500,155.148903
-189.50246,500,155.148911
-96.44355,500,155.148917
-70.743416,500,169.702223
-77.130066,500,169.702384
-174.39929,500,169.702393
-210.45674,500,169.702399
-177.6689,500,184.276486
-150.07616,500,184.276563
-225.02757,500,184.276572
-191.8678,500,184.276577
-139.79028,500,201.801256
-237.05083,500,201.801314
-131.84772,500,201.801321
236.08643,500,201.801326
-111.35696,500,216.140191
-182.47054,500,216.140242
-71.90486,500,216.140249
-93.42653,500,216.140254
-127.97674,500,230.754216
-184.71329,500,230.754268
-178.72267,500,230.754275
348.8714,500,230.754279
-161.33496,500,245.197367
-225.827,500,245.19743
-8.185726,500,245.197438
-134.03679,500,245.197443
32.256886,500,261.849373
-76.02868,500,261.849432
-88.43911,500,261.849441
-121.68209,500,261.849445
-176.86168,500,276.15383
-166.5775,500,276.153883
-186.90602,500,276.15389
30.388563,500,276.153894
-91.777145,435,288.578131
-141.49942,500,290.434411
-92.88488,500,290.434465
