#{"t_start": 1787117169.200986, "env_id": "None"}
r,l,t
-657.3027,500,16.806179
-553.23627,500,16.806219
-612.5513,500,16.806226
-514.04065,500,16.80623
-559.7674,500,26.805733
-592.5084,500,26.805772
-630.8842,500,26.805779
-362.90106,500,26.805783
-373.49905,500,37.383247
-637.9361,500,37.383286
-530.7361,500,37.383292
-389.57242,500,37.383296
-537.3778,500,47.967917
-499.79514,500,47.967957
-569.34033,500,47.967964
-519.3188,500,47.967968
-709.2578,500,59.871744
-547.0669,500,59.871783
-511.33914,500,59.871789
-442.38483,500,59.871794
-399.99683,500,71.393152
-276.275,500,71.393189
-617.39197,500,71.393196
-553.0792,500,71.3932
-626.13196,500,84.179944
-559.4207,500,84.179983
-511.9434,500,84.17999
-678.4618,500,84.179994
-486.57715,500,95.029733
-453.21072,500,95.02977
-668.41254,500,95.029801
-292.10327,500,95.029805
-548.47363,500,107.097215
-318.2427,500,107.097256
-466.8897,500,107.097273
-526.304,500,107.097278
-435.04016,500,118.400804
-271.15378,500,118.400842
-353.97913,500,118.400849
-455.58655,500,118.400853
-498.26785,500,129.082888
-564.50665,500,129.082924
-325.42624,500,129.08293
-543.351,500,129.082935
-498.64746,500,140.624272
-335.5089,500,140.624311
-616.9005,500,140.624318
-404.37143,500,140.624322
-501.24335,500,152.804947
-455.5638,500,152.804986
-331.59824,500,152.804993
-385.1628,500,152.804997
-462.2065,500,163.007205
-480.0194,500,163.007245
-296.78214,500,163.007252
-574.39044,500,163.007256
-331.47876,500,173.469893
-608.581,500,173.46993
-513.0641,500,173.469937
-535.8235,500,173.469942
-584.9662,500,184.007442
-381.66055,500,184.007486
-620.63556,500,184.007494
-533.6962,500,184.007498
-616.1338,500,196.483511
-351.1814,500,196.483551
-527.7332,500,196.483557
-568.72296,500,196.483562
-492.4787,500,207.961951
-495.74664,500,207.962011
-647.2639,500,207.962023
-812.5954,500,207.962032
-694.9594,500,220.172894
-347.22824,500,220.172932
-330.05777,500,220.172938
-533.96576,500,220.172943
-671.04236,500,230.673772
-506.38974,500,230.673811
-802.4792,500,230.673818
-526.91284,500,230.673822
-314.8109,500,243.833224
-469.95114,500,243.833272
-473.46555,500,243.833298
-510.59265,500,243.833304
-556.46454,500,255.305076
-463.97803,500,255.30512
-452.49875,500,255.305126
-537.13,500,255.30513
-529.07666,500,267.320922
-416.111,500,267.320964
-481.2196,500,267.320971
-564.56604,500,267.320976
-432.11655,500,278.51153
-328.0945,500,278.511572
-522.8234,500,278.511578
-635.5358,500,278.511582
-457.06085,500,291.972007
-488.96213,500,291.972057
-302.35306,500,291.972065
-532.74023,500,291.972069
-413.0631,500,302.966094
-434.1591,500,302.966135
-625.5048,500,302.966142
-584.29004,500,302.966147
-634.2901,500,314.859866
-582.47186,500,314.859912
-543.73645,500,314.859919
-530.04364,500,314.859924
-623.18646,500,327.553153
-561.38605,500,327.553196
-425.4523,500,327.553203
-517.1453,500,327.553208
-600.3717,500,341.545549
-559.8134,500,341.545589
-601.74304,500,341.545595
-592.98584,500,341.5456
-577.42285,500,352.178832
-610.3479,500,352.17887
-473.03986,500,352.178877
-459.1704,500,352.178882
-572.66644,500,362.831862
-597.87134,500,362.831899
-595.1126,500,362.831926
-542.06024,500,362.831931
-656.496,500,373.244933
-613.6857,500,373.244969
-465.01892,500,373.244977
-478.80368,500,373.244981
-580.78284,500,386.867656
-626.8187,500,386.867702
-629.21857,500,386.867709
-503.69324,500,386.867713
-411.29175,500,398.796986
-401.63107,500,398.797027
-479.44156,500,398.797034
-478.18112,500,398.797063
-532.54266,500,410.05103
-613.9403,500,410.051069
-492.08374,500,410.051075
-412.73224,500,410.05108
-399.17575,500,420.781201
-413.61746,500,420.781246
-585.5518,500,420.781253
-571.93115,500,420.781258
-560.74603,500,433.771933
-343.3921,500,433.77197
-419.74167,500,433.771977
-354.75735,500,433.771981
-461.7272,500,445.869653
-569.563,500,445.869695
-461.95712,500,445.869702
-584.24225,500,445.869708
-300.25436,500,457.39749
-401.17453,500,457.397528
-462.48367,500,457.397535
-266.84204,500,457.397549
-492.56046,500,467.880843
-468.49548,500,467.880882
-397.21362,500,467.880889
-515.9546,500,467.880893
-484.18805,500,507.094824
-454.31207,500,507.094861
-428.70374,500,507.094867
-304.21252,500,507.094872
-363.16043,500,517.599069
-371.82104,500,517.599106
-255.58891,500,517.599112
-401.09735,500,517.599116
-366.58267,500,527.382612
-446.4816,500,527.382648
-436.38843,500,527.382655
-490.99203,500,527.382659
-433.33972,500,537.885453
-364.21774,500,537.885495
-486.03696,500,537.885501
-293.84595,500,537.885505
-418.02466,500,547.79549
-348.8478,500,547.795531
-423.14578,500,547.795537
-466.22058,500,547.795542
-361.07684,500,561.455545
-468.39297,500,561.455587
-332.66495,500,561.455595
-312.37842,500,561.455599
-487.39822,500,571.887673
-481.37958,500,571.88771
-390.91196,500,571.887717
-362.0546,500,571.887721
-377.30493,500,581.855278
-362.1404,500,581.855317
-400.68234,500,581.855324
-290.13397,500,581.855328
-391.74207,500,591.861275
-453.7224,500,591.861318
-286.99054,500,591.861325
-478.20218,500,591.861329
-371.95615,500,604.440486
-418.3353,500,604.440528
-317.42096,500,604.440534
-358.48056,500,604.440539
-343.93176,500,614.249895
-436.2276,500,614.249935
-429.18732,500,614.249942
-350.39075,500,614.249946
-313.69742,500,624.690657
-322.28378,500,624.690697
-400.4928,500,624.690704
-416.71753,500,624.690708
-422.67963,500,635.240464
-318.38116,500,635.240506
-438.03595,500,635.240514
-331.1102,500,635.240518
-365.96747,500,647.827764
-328.10587,500,647.827808
-376.00897,500,647.827815
-333.23816,500,647.827819
-336.07877,500,657.664366
-327.66888,500,657.664404
-276.79846,500,657.664411
-382.01178,500,657.664415
-289.3983,500,667.47159
-413.55692,500,667.471628
-330.264,500,667.471635
-428.92496,500,667.47164
-312.74155,500,677.332467
-446.09833,500,677.332507
-495.65283,500,677.332514
-374.71494,500,677.332517
-300.16666,500,689.435589
-311.84662,500,689.435629
-446.87445,500,689.435636
-298.69943,500,689.43564
-397.1046,500,699.603957
-334.599,500,699.603997
-417.83902,500,699.604004
-348.12582,500,699.604009
-329.7684,500,709.667317
-420.19952,500,709.667356
-357.49258,500,709.667364
-431.60754,500,709.667368
-356.682,500,721.933746
-281.09933,500,721.933792
-408.51093,500,721.933799
-304.96234,500,721.933804
-73.24843,185,726.143241
-335.68436,500,734.344862
-350.2127,500,734.344904
-398.58203,500,734.344911
-249.73419,500,738.194536
-167.24634,268,740.063444
-372.64435,500,744.867828
-201.37543,500,744.867865
-267.36746,500,748.751283
-312.6391,500,750.642927
-304.29962,500,755.935757
-377.5107,500,755.935801
-425.69763,500,760.961213
-357.74655,500,762.738402
-353.03302,500,767.960663
-377.95682,500,767.960706
-314.93033,500,772.296391
-326.63693,500,774.110383
-372.20123,500,780.946188
-427.46912,500,780.94623
-350.36124,500,784.554392
-264.81448,500,786.171681
-339.725,500,790.620214
-318.21106,500,790.620249
-356.17673,500,794.366411
-369.76706,500,795.986541
-324.11322,500,800.587795
-351.81793,500,800.587834
-300.63364,500,804.177802
-422.0964,500,805.863354
-446.54242,500,810.273809
-380.95456,500,810.273845
-289.096,500,813.855242
-347.91483,500,815.544644
-151.88512,296,821.705069
-320.7861,500,822.18213
-340.8335,500,822.182163
-344.77368,500,827.575289
-303.80728,500,832.216312
-249.19527,500,832.71547
-236.21394,500,832.715508
-411.2214,500,838.118703
-372.06677,500,842.469236
-467.01846,500,843.030879
-435.27902,500,843.030915
-359.78412,500,848.33873
-374.85635,500,852.379123
-392.98233,500,852.772832
-414.63254,500,852.772866
-410.22604,500,858.140426
-390.03925,500,864.279801
-395.8978,500,864.688716
-442.5007,500,864.688753
-423.8153,500,870.406706
-280.49643,500,874.690988
-402.78525,500,875.080513
-487.4513,500,875.080548
-38.53169,112,877.322398
-369.93454,500,880.782057
-507.3329,500,885.713319
-140.60056,500,886.107341
-446.24155,500,888.240885
-344.7458,500,891.277202
-393.87003,500,895.329495
-584.63525,500,895.702028
-416.9327,500,897.910312
-422.8232,500,901.106776
-469.3074,500,907.633442
-557.772,500,908.030126
-394.99228,500,910.241839
-220.5264,500,913.520048
-449.26193,500,917.667907
-514.6925,500,918.101982
-423.75778,500,920.379915
-285.5418,500,923.712429
-387.314,500,928.082677
-362.65314,500,928.551932
-351.23248,500,957.720714
-368.65353,500,961.912332
-446.8169,500,966.506957
-365.09338,500,966.946787
4.995777,76,968.808018
-298.7277,500,969.653074
-357.0668,500,972.952291
-406.97385,500,978.799291
-354.48483,500,980.695022
-376.1028,500,981.428904
-334.51324,500,984.493621
-397.86765,500,988.592233
-379.33295,500,990.449246
-355.7762,500,991.317572
-329.0015,500,994.729868
-390.25818,500,999.24377
-349.52646,500,1001.1637
-287.20224,500,1001.89459
-309.08884,500,1005.001435
-376.26733,500,1009.551268
-276.32425,500,1011.5349
-370.42505,500,1012.549681
-363.8501,500,1016.420954
-419.62057,500,1020.904557
-122.26546,500,1024.812551
-349.68152,500,1025.812001
-369.9944,500,1029.226633
-361.9469,500,1033.889209
-349.27383,500,1036.133532
-236.89734,500,1036.888018
-318.84888,500,1040.514322
-425.75333,500,1045.097109
-184.88928,500,1047.24813
-359.5675,500,1048.049543
-277.57196,500,1051.382612
-386.22153,500,1055.8485
-380.73907,500,1057.80679
-417.071,500,1058.533152
-207.6338,500,1061.78513
-419.22095,500,1066.082649
-336.919,500,1070.009401
-482.7082,500,1070.708451
-330.49176,500,1073.869866
-309.76178,500,1078.470749
-354.49823,500,1080.44041
-397.42365,500,1081.205252
-273.3864,500,1085.019952
-313.53308,500,1089.454359
-331.4679,500,1091.319017
-363.75708,500,1092.056275
-332.39575,500,1095.223261
-304.33463,500,1100.020081
-321.08856,500,1102.067804
-180.63489,500,1102.816876
-374.75595,500,1105.95486
-330.34958,500,1110.481658
-192.05121,500,1112.580976
-302.2092,500,1115.977118
-188.99773,500,1119.345262
-379.7953,500,1123.645199
-320.9627,500,1125.826838
-384.3244,500,1126.602967
-351.56815,500,1129.716701
-216.55768,500,1134.189426
-365.59976,500,1136.41764
-361.652,500,1137.379987
-439.84048,500,1141.093349
-364.86566,500,1145.494415
-346.7212,500,1147.40646
-427.8232,500,1148.323667
-319.334,500,1152.220351
-432.911,500,1157.497126
-369.56076,500,1159.847461
-304.48962,500,1160.683713
-160.72937,500,1167.188116
-157.33292,500,1172.34778
-339.47397,500,1174.408364
-345.47418,500,1175.260289
-295.09937,500,1178.551892
-251.18373,500,1183.322021
-119.81506,500,1185.549725
-377.3701,500,1186.312166
-407.53668,500,1189.370482
-377.97037,500,1193.965998
-344.59805,500,1196.102709
-360.83447,500,1196.832578
-160.94725,500,1200.08269
-120.64435,500,1204.582318
-153.05136,500,1206.514521
-367.0348,500,1207.217329
