#{"t_start": 1787119162.4171996, "env_id": "None"}
r,l,t
-279.3129,500,16.022309
-466.82077,500,16.022354
-435.99823,500,16.022361
-477.45236,500,16.022365
-406.96545,500,26.136193
-568.4646,500,26.136234
-523.1254,500,26.136241
-297.76447,500,26.136249
-782.90137,500,37.011147
-653.0448,500,37.011186
-519.3243,500,37.011192
-504.32028,500,37.011195
-452.48102,500,48.008996
-547.9916,500,48.009044
-500.2434,500,48.00905
-473.6349,500,48.009054
-360.99548,500,61.434736
-465.70667,500,61.434775
-331.91986,500,61.434782
-655.4177,500,61.434785
-447.93423,500,72.162574
-520.4735,500,72.162613
-470.42627,500,72.16262
-462.1317,500,72.162624
-292.38504,500,83.409519
-378.42615,500,83.409558
-406.30075,500,83.409564
-345.3939,500,83.409568
-495.77924,500,94.032696
-532.1843,500,94.032735
-613.59753,500,94.032741
-519.9408,500,94.032745
-574.9351,500,107.324737
-571.1147,500,107.324781
-413.40845,500,107.324788
-642.9626,500,107.324793
-474.25485,500,119.632093
-593.0915,500,119.632138
-489.3753,500,119.632145
-497.72592,500,119.632149
-538.18475,500,132.581642
-607.05457,500,132.581683
-563.9273,500,132.581689
-479.30316,500,132.581693
-349.18283,500,145.409369
-589.4052,500,145.40941
-495.7895,500,145.409416
-326.46295,500,145.40942
-514.61273,500,159.763464
-539.92035,500,159.763505
-590.46277,500,159.763513
-513.58136,500,159.763517
-495.38443,500,171.619504
-491.61057,500,171.619543
-370.62637,500,171.619549
-356.28592,500,171.619553
-410.45407,500,184.287208
-573.545,500,184.287251
-593.56854,500,184.287258
-578.25476,500,184.287263
-465.2797,500,195.768723
-587.91235,500,195.768761
-425.79288,500,195.768768
-279.41452,500,195.768772
-433.4862,500,207.936412
-400.70157,500,207.936451
-372.1579,500,207.936458
-507.30695,500,207.936462
-303.36703,500,218.268179
-295.15164,500,218.268222
-539.1185,500,218.268228
-484.2722,500,218.268232
-325.08676,500,227.969651
-486.3686,500,227.96969
-364.80402,500,227.969697
-481.0131,500,227.969701
-432.7724,500,237.936157
-393.77063,500,237.936196
-493.91733,500,237.936202
-535.57385,500,237.936206
-354.5479,500,249.522796
-308.11407,500,249.522837
-502.41302,500,249.522843
-450.8453,500,249.522847
-417.69946,500,259.734952
-364.59543,500,259.73499
-447.33737,500,259.734997
-313.60214,500,259.735001
-404.8203,500,270.58179
-456.14163,500,270.581824
-330.96985,500,270.581831
-363.13306,500,270.581836
-329.96588,500,281.305747
-403.79333,500,281.305785
-319.2106,500,281.305791
-402.32983,500,281.305795
-422.53864,500,294.308077
-426.04602,500,294.308116
-417.0384,500,294.308122
-308.75632,500,294.308127
-560.3761,500,304.002913
-386.29025,500,304.002951
-483.58914,500,304.002958
-456.69064,500,304.002962
-431.12128,500,314.94925
-568.59827,500,314.949288
-404.5904,500,314.949294
-578.38965,500,314.949298
-432.3705,500,325.249661
-376.28772,500,325.249701
-476.03195,500,325.249707
-456.89505,500,325.249712
-353.7025,500,337.64991
-515.28546,500,337.649951
