#{"t_start": 1785994983.0434847, "env_id": "None"}
r,l,t
-50.647274,32,5.718083
-50.261086,38,5.902273
-50.34602,16,6.209232
-50.56715,55,7.864675
-60.85195,308,13.606233
-50.94969,46,14.871014
-7.2614093,500,18.973665
-12.618907,500,20.122262
-54.669003,213,20.977979
-51.107693,68,21.032658
-6.1742873,500,22.037138
-52.190136,113,23.484046
-50.359184,21,24.105841
-51.76817,101,24.988809
-52.244167,97,26.793371
-56.047398,218,27.268405
-52.18817,141,30.791939
-52.65838,211,33.192039
-8.008148,500,35.161481
-58.156715,419,36.703952
-52.977062,129,36.778984
-50.88967,75,37.319061
-52.856068,140,40.818726
-56.4104,426,42.805781
-52.226845,103,43.7208
-50.798443,62,44.647823
-50.6587,43,45.865396
-13.399375,500,51.073008
-6.732335,500,51.675814
-50.837055,109,54.260672
-53.834274,370,56.516396
-8.894496,500,58.181466
-60.175095,355,61.913978
-12.6126175,500,70.88445
-6.658276,500,73.118758
-51.995888,110,74.053785
-9.805872,500,74.817197
-7.8098545,500,78.527599
-12.881387,500,87.37974
-10.8460245,500,88.32791
-12.3812475,500,89.072928
-11.849822,500,92.7983
-10.422874,500,101.690004
-13.133742,500,102.573811
-11.292729,500,103.354559
-17.241617,500,107.001831
-58.329483,287,109.867628
-8.643409,500,116.780515
-10.88709,500,117.540356
-18.753326,500,121.240242
-16.64929,500,126.372672
-16.49479,500,133.433956
-10.856858,500,134.164078
-12.076574,500,137.87272
-19.72813,500,140.783989
-15.828842,500,147.776288
-17.749779,500,148.545855
-12.647747,500,152.270214
-12.101989,500,155.104318
-9.807959,500,161.921887
-9.8501425,500,162.717998
-17.19066,500,166.379641
-21.82024,500,169.286364
-16.459932,500,176.342103
-17.627773,500,177.105105
-14.431938,500,180.922515
-17.814842,500,183.732296
-14.450184,500,192.690358
-16.278854,500,193.434946
-8.57872,500,197.080598
-13.543021,500,199.98771
-14.038856,500,206.912957
-7.2968106,500,207.640637
-13.426996,500,211.29821
-7.711831,500,214.131936
-18.465828,500,221.049834
-9.199491,500,221.848091
-7.2516522,500,225.476811
-18.735918,500,228.384705
-19.242037,500,235.300825
-16.745337,500,236.111739
-16.702023,500,239.780278
-14.701144,500,242.568734
-16.109343,500,251.92643
-9.589174,500,252.656633
-13.326668,500,256.429796
-15.4217,500,259.220169
-21.315783,500,266.191857
-16.918894,500,266.913848
-7.5658045,500,270.626849
-8.08306,500,273.556969
-8.263657,500,280.441415
-20.080053,500,281.277764
-19.299973,500,285.171478
-10.232394,500,288.132857
-9.63433,500,295.213765
