#{"t_start": 1785914061.0659058, "env_id": "None"}
r,l,t
-19.459105,51,6.428169
43.491837,141,9.216554
68.76847,189,10.581764
5.5511513,72,11.350127
-6.0958595,85,13.239405
189.83047,406,18.624052
117.665695,205,19.266309
215.7444,500,19.886741
-12.591904,56,20.34154
-6.171673,59,21.954036
-37.157673,26,22.685744
11.971584,85,25.107439
261.25684,500,25.995826
7.605877,106,28.358685
208.29391,364,30.551924
212.20895,500,33.979828
383.97574,500,40.743469
102.06267,237,40.861189
261.7593,500,43.036341
365.73648,500,45.106128
19.991814,97,45.732457
-9.278595,76,47.816382
161.17865,386,51.986167
144.19481,347,55.149648
312.6536,500,55.220472
-4.830185,61,56.919824
153.46483,470,61.479133
26.639732,115,64.840716
195.92424,500,69.384559
330.30075,500,72.583327
391.4489,500,74.420448
307.3552,500,82.208828
323.96365,500,83.735439
343.15515,500,86.873009
255.27032,500,88.661733
363.52527,500,96.413167
294.431,500,98.165256
24.451363,428,99.244566
273.16092,500,103.30558
117.04222,268,106.056339
311.1744,500,111.236142
314.47607,500,113.798962
332.20526,500,117.710598
228.06563,500,120.399885
309.3901,500,125.616054
300.59537,500,130.358002
373.51694,500,134.27845
349.20847,500,137.1167
332.0297,500,142.302445
395.4143,500,145.092961
368.68076,500,148.997817
349.07303,500,151.764181
319.89133,500,156.767737
242.68994,500,159.394778
216.15662,455,161.960995
362.7875,500,166.095572
158.66408,449,169.623155
176.17238,444,172.107148
186.88156,290,174.310215
377.02582,500,176.395874
103.38422,255,177.081481
262.5675,500,186.885174
375.83252,500,191.266079
225.20158,500,193.179349
237.66847,500,193.856587
313.92206,500,203.273499
357.3668,500,205.495445
364.45032,500,207.494498
301.5936,500,208.188022
400.14532,500,217.602319
249.87434,500,219.743314
304.72897,500,221.713519
320.2664,500,222.410724
359.44733,500,231.974674
308.36282,500,234.237269
295.16,500,236.244975
303.98068,500,236.868217
183.70946,345,242.055782
44.823822,156,246.495563
345.6523,500,248.720233
374.6267,500,252.961506
298.05157,500,253.675884
262.08893,398,260.29249
381.79413,500,265.426003
343.18497,500,267.399305
359.6726,500,268.059929
316.603,500,274.707881
368.21606,500,279.635903
265.52493,500,281.612076
370.33707,500,282.266544
327.55035,500,289.006289
295.50854,500,294.288684
354.9187,500,296.377975
311.97702,500,297.019147
356.4114,500,303.660751
275.12326,500,308.736669
305.3116,500,310.750094
373.76443,500,313.745748
315.66983,500,320.49094
208.12164,317,322.90753
391.07962,500,325.524991
356.9473,500,327.473883
119.48723,297,328.905968
293.01016,500,337.038865
242.45383,426,337.59149
312.7458,464,340.816077
352.29837,500,343.345775
286.11038,500,351.525546
337.2459,500,352.047846
330.3225,500,355.119676
396.68515,500,357.560303
364.9988,500,365.933087
298.2077,500,366.471666
388.91995,500,369.576727
111.99794,205,371.809904
368.93454,500,371.99428
353.3888,500,383.1392
417.0837,500,386.195444
402.54843,500,388.433357
392.13672,500,388.6203
361.36328,500,397.265137
362.50543,500,400.311454
363.79846,500,402.689635
356.40506,500,402.887919
329.9512,500,411.662443
429.38287,500,414.779968
310.88208,500,416.973419
352.02948,500,417.173924
421.84012,500,426.110812
330.45724,500,429.236121
378.10556,500,431.479108
370.15952,500,431.672819
297.95367,500,443.02142
347.14508,500,446.125638
361.91528,500,448.455062
340.18353,500,448.671785
460.11322,500,457.553908
392.93826,500,460.642426
367.27505,500,463.099876
440.4319,500,463.28841
408.69382,500,472.198206
349.12274,500,475.221256
379.69296,500,477.695565
346.56525,500,477.880953
162.72076,291,483.926081
421.04254,500,486.827752
438.96252,500,492.081209
402.79166,500,492.272034
334.38452,500,500.277771
429.72247,500,503.250884
408.31262,500,508.607601
451.682,500,508.801729
398.2279,500,514.993106
334.32996,500,518.072721
347.7324,500,523.673605
386.876,500,523.865242
267.52768,372,529.026537
418.76712,500,529.8265
401.22266,500,538.148248
346.26892,500,538.411384
336.21835,451,542.311529
323.53674,500,544.577275
