#{"t_start": 1785998403.896771, "env_id": "None"}
r,l,t
-75.44124,500,19.125953
-233.11063,500,19.126009
-270.0882,500,19.126017
-186.8579,500,19.126021
7.700821,244,25.940951
-126.00161,500,33.031318
-162.49667,500,33.03137
-247.23499,500,33.031378
-190.07921,500,39.703059
-82.06813,500,46.71596
-118.851234,500,46.716031
-150.54434,500,46.71604
-271.17566,500,53.555619
-99.678314,500,60.859094
-292.2216,500,60.859148
-172.89478,500,60.859155
-167.67125,500,69.872478
-171.11903,500,77.055833
-130.52748,500,77.05589
-106.16739,500,77.055898
-207.99588,500,83.957155
-174.0714,500,91.408486
-180.13153,500,91.408543
-300.3702,500,91.40855
-217.3469,500,98.344203
-138.26144,500,105.594924
-167.58517,500,105.594975
-162.10535,500,105.594983
-192.3705,500,112.362738
-214.23892,500,119.607377
-186.2444,500,119.607433
-134.85161,500,119.60744
-177.3045,500,128.796331
-292.3481,500,136.014152
-192.965,500,136.014221
-111.62316,500,136.014228
-81.39295,500,143.161306
-193.54933,500,150.824887
-228.87808,500,150.824938
-67.40597,500,150.824945
-233.95297,500,158.010287
-90.834656,500,165.366137
-195.36284,500,165.366198
-200.70753,500,165.366207
-208.60674,500,172.450865
-132.26622,500,179.878396
-241.97627,500,179.878445
-291.71033,500,179.878452
-236.53958,500,189.238058
-82.946556,500,196.58645
-273.4334,500,196.586511
-179.38017,500,196.586519
-208.83238,500,203.812653
-205.79977,500,211.53182
-280.1628,500,211.531998
-166.75894,500,211.532009
-177.30382,500,218.683654
-114.23083,500,226.194048
-204.80667,500,226.194107
-145.96538,500,226.194114
-89.8516,500,233.445099
-180.07224,500,241.192294
-181.4308,500,241.192348
-210.44139,500,241.192355
-98.76672,500,250.727237
-235.34042,500,258.101309
-164.72198,500,258.101367
-112.57564,500,258.101375
-175.31181,500,265.467675
-105.67715,500,273.347546
-188.3221,500,273.347629
-154.76268,500,273.347636
-211.0078,500,280.469515
-145.01553,500,288.088173
-159.68152,500,288.08858
-215.76917,500,288.088589
-88.42967,500,295.203704
-170.7122,500,302.92113
-206.13795,500,302.921182
-207.78409,500,302.921189
-126.72368,500,312.689744
-148.48615,500,320.238056
-235.16551,500,320.238102
-194.84306,500,320.238109
-140.76894,500,327.354201
-125.5657,500,334.955085
-259.54608,500,334.955132
-230.15614,500,334.955138
-169.5878,500,341.796367
-142.10345,500,349.23006
-205.6945,500,349.230146
-77.158745,500,349.230156
-211.81198,500,356.382947
-194.7746,500,363.756915
-133.29549,500,363.756963
-142.11038,500,363.756971
-202.95575,500,370.579588
-110.388336,500,380.300362
-229.01367,500,380.300412
-142.47905,500,380.300419
-232.53783,500,387.063195
-167.32861,500,394.354487
-248.75954,500,394.354536
-144.33812,500,394.354543
-222.93922,500,401.440779
-69.106544,500,408.479674
-186.24644,500,408.479725
-172.59233,500,408.479733
-115.91439,500,415.46744
-199.34105,500,422.731487
-197.80614,500,422.731539
-171.39041,500,422.731546
-140.82736,500,429.783838
-161.19012,500,439.249668
-64.39812,500,439.249716
-162.55481,500,439.249723
-123.291954,500,445.474167
-114.180984,500,451.178386
-142.87288,500,451.178427
-79.69506,500,451.178434
-101.80328,500,456.877891
-126.576225,500,462.718572
-114.64277,500,462.718616
-82.19332,500,462.718622
-220.27585,500,469.35092
-127.2117,500,475.688878
-122.73997,500,475.688921
-135.48201,500,475.688929
-154.24149,500,480.959688
