#{"t_start": 1787545427.9463613, "env_id": "None"}
r,l,t
-348.90112,500,92.722159
-307.50754,500,92.722233
-332.88336,500,92.72224
-326.1513,500,92.722245
-416.5037,500,92.722249
-460.8472,500,92.722252
-435.23563,500,92.722257
-1253.6093,500,92.72226
-377.54547,500,92.722264
-1310.4874,500,92.722268
-876.5735,500,92.722271
-271.0743,500,92.722275
-418.7826,500,92.722279
-876.2978,500,92.722283
-1229.3341,500,92.722286
-369.14136,500,92.72229
-356.54794,500,184.195002
-383.96796,500,184.195045
-336.086,500,184.195052
-312.23517,500,184.195056
-263.23737,500,184.19506
-425.12228,500,184.195064
-462.67804,500,184.195068
-372.17712,500,184.195071
-357.34464,500,184.195075
-379.4856,500,184.195079
-485.32867,500,184.195087
-372.31204,500,184.195091
-423.87234,500,184.195095
-385.69855,500,184.195099
-459.3191,500,184.195102
-518.4197,500,184.195131
-1175.4285,500,271.742755
-1286.3217,500,271.742801
-355.32822,500,271.742809
-337.00455,500,271.742813
-474.06924,500,271.742817
-277.76248,500,271.742821
-416.0279,500,271.742825
-340.0185,500,271.742828
-370.12738,500,271.742832
-425.92712,500,271.742836
-1142.1625,500,271.74284
-1048.1637,500,271.742844
-1224.9357,500,271.742847
-380.50003,500,271.742852
-366.49527,500,271.742856
-456.021,500,271.742859
-1287.865,500,363.513155
-357.5434,500,363.513211
-341.29633,500,363.513218
-316.2789,500,363.513223
-1304.9222,500,363.513227
-571.0853,500,363.513231
-386.70328,500,363.513235
-631.46716,500,363.513239
-1235.3386,500,363.513242
-396.61523,500,363.513247
-305.5318,500,363.51325
-401.20682,500,363.513254
-469.38303,500,363.513258
-300.24878,500,363.513262
-508.02814,500,363.513266
-456.70618,500,363.513269
-579.1961,500,457.299484
-614.2414,500,457.299533
-408.50266,500,457.299541
-481.1558,500,457.299546
-351.58685,500,457.29955
-370.859,500,457.299555
-447.70288,500,457.299559
-352.48206,500,457.299562
-378.023,500,457.299566
-781.0665,500,457.299571
-1262.2474,500,457.299574
-340.58878,500,457.299578
-299.0688,500,457.299582
-514.1054,500,457.299586
-329.09412,500,457.29959
-583.651,500,457.299593
-464.90698,500,547.464755
-356.31598,500,547.464801
-403.47513,500,547.464808
-273.855,500,547.464813
-373.78253,500,547.464818
-328.17462,500,547.464822
-373.84402,500,547.464826
-850.5588,500,547.46483
-276.41864,500,547.464835
-542.22565,500,547.464839
-354.16138,500,547.464842
-360.79156,500,547.464846
-330.70724,500,547.46485
-305.7811,500,547.464854
-364.39893,500,547.464858
-312.71597,500,547.464862
