#{"t_start": 1787051014.1611185, "env_id": "None"}
r,l,t
-171.82701,500,16.04945
-206.8896,500,16.049505
-193.22137,500,16.049512
-193.10799,500,16.049517
-191.40372,500,26.441119
-171.69577,500,26.441155
-196.03337,500,26.441162
-178.45937,500,26.441165
-201.99086,500,37.223904
-216.88716,500,37.223945
-169.02708,500,37.223952
-201.94849,500,37.223956
-190.94768,500,48.356642
-187.00114,500,48.356685
-176.56439,500,48.356691
-189.47888,500,48.356695
-205.83853,500,61.460092
-180.49034,500,61.460133
-185.87604,500,61.46014
-200.4366,500,61.460145
-183.52728,500,73.199989
-193.96596,500,73.200028
-188.43883,500,73.200035
-192.22957,500,73.20004
-182.41348,500,83.854795
-191.23846,500,83.854835
-186.2516,500,83.854841
-172.90663,500,83.854845
-191.40277,500,93.903456
-177.71942,500,93.903495
-212.96028,500,93.903529
-198.3926,500,93.903533
-189.50787,500,106.269503
-188.81844,500,106.26954
-198.89818,500,106.269546
-174.80963,500,106.26955
-193.25732,500,116.75323
-186.90312,500,116.753269
-198.19038,500,116.753276
-183.6893,500,116.75328
-189.76703,500,127.851907
-166.50876,500,127.851949
-182.85417,500,127.851956
-185.5933,500,127.85196
-185.45045,500,140.027949
-185.41737,500,140.027991
-172.91957,500,140.027997
-178.01991,500,140.028001
-180.63597,500,153.251003
-182.61703,500,153.251043
-182.28883,500,153.251049
-164.89685,500,153.251053
-181.90471,500,164.597216
-184.38832,500,164.597258
-174.693,500,164.597264
-190.9902,500,164.597268
-208.68338,500,176.699634
-189.75679,500,176.699672
-183.83682,500,176.699678
-189.63528,500,176.699683
-184.58151,500,187.52079
-164.29195,500,187.520829
-205.64912,500,187.520835
-188.57063,500,187.520839
-174.69614,500,199.610128
-202.0119,500,199.610165
-173.57603,500,199.610172
-197.12486,500,199.610176
-199.02205,500,209.504672
-183.59947,500,209.504709
-226.62001,500,209.504715
-199.67683,500,209.504719
-193.56471,500,219.337204
-183.94417,500,219.337243
-177.52594,500,219.337249
-184.23439,500,219.337253
-177.35512,500,229.733401
-201.44437,500,229.733439
-192.62646,500,229.733444
-195.75797,500,229.733449
-195.32498,500,240.894433
-178.4251,500,240.894482
-215.44019,500,240.894489
-192.6697,500,240.894493
-186.29832,500,251.231449
-207.42294,500,251.23149
-161.53438,500,251.231496
-180.64214,500,251.2315
-218.65225,500,261.848867
-199.81271,500,261.848907
-183.18712,500,261.848913
-198.73878,500,261.848917
-190.40883,500,272.756522
-190.31085,500,272.756561
-190.8495,500,272.756567
-192.59206,500,272.756572
-206.44313,500,286.523027
-202.85458,500,286.523062
-180.44214,500,286.523068
-183.69817,500,286.523072
-181.17587,500,296.740088
-198.77232,500,296.740127
-188.60632,500,296.740133
-168.24774,500,296.740137
-210.66264,500,306.715513
-184.74997,500,306.715551
-176.84807,500,306.715557
-174.79817,500,306.715561
-207.27666,500,318.187391
-208.80331,500,318.18743
-186.20596,500,318.187436
-194.24681,500,318.18744
-184.76515,500,329.535785
-184.73962,500,329.535823
-170.02742,500,329.53583
-186.78957,500,329.535834
-204.04907,500,340.422954
-111.77811,500,340.422993
-180.72314,500,340.422999
-191.19334,500,340.423004
-190.34543,500,351.191017
-172.49843,500,351.191056
-196.92914,500,351.191062
-165.61139,500,351.191066
-196.21954,500,361.397678
-206.69751,500,361.397717
-167.18951,500,361.397723
-174.02333,500,361.397727
-167.11069,500,374.852175
-188.37535,500,374.852215
-189.74881,500,374.852222
-186.16742,500,374.852226
-183.84456,500,385.610766
-140.50919,500,385.610807
-184.1717,500,385.610813
-184.65724,500,385.610817
-204.6995,500,397.295376
-188.61897,500,397.295414
-179.97824,500,397.295421
-189.30919,500,397.295425
-204.03177,500,407.007724
-206.72284,500,407.007761
-182.50871,500,407.007767
-188.8972,500,407.007771
-206.5077,500,418.405491
-198.13374,500,418.405537
-186.80936,500,418.405546
-195.27567,500,418.405551
-197.97252,500,428.434456
-113.54598,500,428.434496
-206.12231,500,428.434502
-184.13622,500,428.434506
-186.43051,500,438.333601
-194.74776,500,438.333643
-210.55301,500,438.333649
-180.84677,500,438.333653
-203.84386,500,448.638291
-204.5121,500,448.638341
-188.7784,500,448.638348
-197.04404,500,448.638353
-208.74619,500,486.915159
-194.75711,500,486.915197
-198.6675,500,486.915204
-189.10698,500,486.915208
-230.32002,500,497.416903
-195.63153,500,497.416942
-182.66692,500,497.416947
-226.8277,500,497.416951
-213.71619,500,507.504816
-163.81625,500,507.504856
-198.46024,500,507.504862
-178.43378,500,507.504867
-220.36769,500,518.821778
