#{"t_start": 1784266900.0646179, "env_id": "None"}
r,l,t
-46.804424,38,6.368647
-66.969185,116,8.079231
-38.59887,195,9.641773
5.0985184,250,10.801611
-23.336922,143,11.00583
-40.41619,56,12.090856
-53.436172,101,13.240458
-76.581955,500,17.300189
-55.297302,101,19.469357
-107.96867,500,20.690908
-13.667328,500,23.464779
-65.71575,155,24.361711
-79.703156,500,24.564041
-82.33751,128,27.012042
-113.640396,500,30.145981
-95.8525,190,30.712644
-49.260185,25,31.210156
-51.653316,34,32.00797
-67.61558,159,34.054839
9.72696,500,34.300004
-51.804527,121,35.37165
-80.633125,500,35.615569
-71.627716,115,38.192115
-62.70594,113,38.463115
-41.826504,189,38.871203
-46.267258,48,39.575299
-52.20504,33,39.841492
-54.51938,254,40.932259
-69.99074,126,41.955209
-38.941605,74,42.764424
-33.87891,170,43.76516
-49.25238,302,48.478933
-52.179165,25,48.984093
-114.98658,500,50.875457
-46.550224,23,51.325802
-69.83055,172,53.944876
-148.69075,500,54.630032
-53.58967,43,54.77972
-264.29852,500,55.562611
-44.012867,52,56.633724
-48.79192,34,57.412908
-22.527489,358,60.002706
-46.911713,17,60.347915
-58.89402,311,61.002373
-41.987606,58,61.49578
-3.07511,500,64.513656
-56.896572,32,65.239752
-112.04791,500,67.226569
-7.412494,500,70.899012
-121.02988,500,71.402473
-2.5217464,500,75.14301
-51.653397,46,76.042416
11.404262,500,77.144802
-24.842705,500,80.741162
-10.5973625,500,81.212274
9.97397,500,85.71186
36.483444,500,86.763977
7.0452347,298,86.914215
-43.06683,97,88.875091
14.736641,500,90.487945
-53.606987,33,91.125983
-112.259735,340,95.039679
15.369113,500,97.243815
-85.11711,500,100.301196
53.717896,500,102.860247
54.209743,500,106.264764
24.119781,500,108.829257
21.827017,500,112.946208
-4.740983,500,115.778944
-33.89489,500,118.273051
70.86401,500,120.330798
-18.935925,500,123.493821
-116.53651,500,126.3565
-30.066893,500,129.830725
135.84647,500,132.035072
-128.05278,500,135.230265
64.89348,500,137.684602
-37.939194,500,140.235391
3.2748654,500,144.914926
-17.882084,500,148.716952
44.1563,500,151.465587
-41.913322,86,153.478098
-3.2363906,500,154.311383
113.302956,500,156.615648
-46.801727,146,157.384055
-28.176785,150,159.585884
113.74157,500,159.846382
-40.32402,500,164.039536
-46.588238,126,166.572515
1.6308813,500,167.776458
-50.142788,500,169.95396
-52.653923,500,170.143826
-36.44636,500,177.293074
53.000813,500,178.368973
-35.69318,475,180.223684
-14.693057,500,180.569034
-38.625072,69,181.663055
-50.50754,500,189.598436
108.68384,500,191.072962
-43.982227,37,191.900476
-0.50256467,500,193.41784
-48.81121,500,194.512099
68.61296,500,200.04475
35.46989,500,202.087199
-55.194637,500,203.469643
-35.069782,500,204.454863
-26.445189,393,210.424219
78.49502,500,210.773704
-47.360725,128,213.511282
146.65991,500,214.965283
20.927523,500,216.355095
19.169777,500,223.536366
-37.03069,500,226.222248
-29.16998,500,227.314262
-8.218493,500,228.397528
-27.836428,382,233.790361
63.71021,500,233.880742
28.895683,417,239.142173
79.17011,500,239.739927
18.735518,500,247.396329
32.748005,500,247.491241
38.712364,500,250.074628
34.09516,500,250.690102
60.131615,500,258.308357
35.78332,500,258.421816
-6.2440376,437,260.966595
49.52825,500,261.644621
-65.956345,188,265.458629
-38.987793,500,269.258205
54.71655,500,269.368441
147.27432,500,271.665589
-28.956154,500,275.967847
52.08597,500,279.282023
29.726137,500,279.375199
93.136635,500,283.895875
115.712585,500,288.590213
-27.374626,417,290.399888
68.3745,500,292.200312
116.10288,500,294.417624
8.669491,196,294.573604
53.079353,500,299.615112
