#{"t_start": 1788152481.4495025, "env_id": "None"}
r,l,t
-1128.9252,500,26.608691
-1054.0947,500,26.608736
-1067.9365,500,26.608743
-1050.7996,500,26.608747
-1232.1683,500,41.284812
-1179.0219,500,41.284857
-978.1969,500,41.284863
-1011.3046,500,41.284867
-1068.7407,500,56.430965
-1045.544,500,56.43101
-884.45734,500,56.431017
-1142.8993,500,56.431022
-996.78955,500,72.764778
-1113.28,500,72.764822
-1041.0311,500,72.76483
-570.97687,500,72.764836
-1338.2517,500,89.715508
-1303.707,500,89.715572
-1139.5583,500,89.715581
-1107.455,500,89.715586
-1122.5913,500,104.131857
-1309.2559,500,104.131898
-864.4142,500,104.131904
-1085.455,500,104.131908
-1178.7123,500,119.462613
-1182.4159,500,119.462655
-1132.0631,500,119.462661
-1190.0598,500,119.462667
-1080.2501,500,134.05852
-1170.1436,500,134.058563
-1034.8699,500,134.05857
-1206.7233,500,134.058575
-1276.3163,500,151.027152
-1055.4097,500,151.027197
-1151.6724,500,151.027204
-1154.5437,500,151.027208
-1234.6414,500,166.601938
-1286.3212,500,166.602098
-1041.3551,500,166.602107
-1082.1432,500,166.602112
-1107.5297,500,182.040045
-1252.0571,500,182.040091
-1196.4324,500,182.040097
-1359.8649,500,182.040101
-1167.2274,500,197.624816
-1213.4303,500,197.624858
-1222.3654,500,197.624866
-1044.2981,500,197.62487
-1139.9606,500,216.082833
-1288.4475,500,216.082875
-1210.7717,500,216.082881
-1041.8799,500,216.082886
-1150.8613,500,230.848123
-1193.9797,500,230.848167
-1067.0719,500,230.848174
-1030.597,500,230.848178
-1347.9872,500,245.885699
-1010.4673,500,245.885765
-1040.2148,500,245.885779
-1139.2686,500,245.885791
-993.219,500,261.112617
-1258.3357,500,261.112657
-1057.7625,500,261.112665
-965.93585,500,261.11267
-1034.5093,500,277.089505
-1190.2756,500,277.08955
-953.9986,500,277.089556
-1180.5011,500,277.089561
-1117.3259,500,292.066367
-1140.8599,500,292.066408
-1186.1289,500,292.066414
-901.27844,500,292.066419
-1169.6753,500,306.409506
-1086.5823,500,306.409547
-935.50964,500,306.409553
-1290.1492,500,306.409558
-999.1077,500,320.474375
-1241.5435,500,320.474419
-1188.9735,500,320.474425
-1042.0817,500,320.47443
-1130.2312,500,337.945647
-1034.4224,500,337.945691
-1085.1632,500,337.945698
-1061.104,500,337.945702
-934.5569,500,353.582871
-1216.4761,500,353.582913
-989.2098,500,353.582919
-1068.294,500,353.582924
-1352.646,500,368.524985
-1029.9098,500,368.525031
-1148.4944,500,368.525038
-1362.4949,500,368.525043
-878.0064,500,382.693643
-1198.8687,500,382.693691
-917.2167,500,382.693698
-1086.396,500,382.693702
-894.6496,500,401.481035
-955.78326,500,401.48108
-991.2127,500,401.481087
-964.4046,500,401.481092
-920.213,500,417.702506
-1035.6366,500,417.702573
-1155.6813,500,417.70258
-968.5396,500,417.702585
-1018.4678,500,435.086724
-1201.8973,500,435.086766
-915.0579,500,435.086772
-919.4579,500,435.086776
-1109.0017,500,451.995877
-1112.2131,500,451.99592
-1159.0419,500,451.995925
-1108.1356,500,451.99593
-1038.1798,500,470.56419
-1127.685,500,470.564236
-1071.5398,500,470.564247
-1036.507,500,470.564252
-924.3123,500,487.071355
-1211.1208,500,487.071399
-1092.1088,500,487.071405
-964.247,500,487.071409
-1081.0887,500,503.08438
-993.53217,500,503.084427
-921.03546,500,503.084434
-1032.9669,500,503.084438
-1267.7631,500,519.674129
-956.3285,500,519.674175
-1137.9573,500,519.674181
-1061.6779,500,519.674186
-1166.006,500,539.462864
-1060.9102,500,539.462906
-1092.2048,500,539.462914
-1062.1417,500,539.462918
-934.0685,500,555.735064
-1272.8746,500,555.735107
-931.54956,500,555.735113
-993.68054,500,555.735118
-1145.1155,500,571.704068
-886.3782,500,571.704109
-1075.9005,500,571.704115
-1042.2432,500,571.70412
-928.4619,500,586.682207
-1094.797,500,586.682248
-990.1431,500,586.682255
-880.0384,500,586.68226
-984.3991,500,604.811736
-1073.8845,500,604.811781
-904.7443,500,604.811787
-1036.5958,500,604.811791
-909.53937,500,619.727987
-968.1927,500,619.72803
-1122.7229,500,619.728036
-853.04834,500,619.72804
-912.74603,500,634.682607
-893.43744,500,634.68266
-834.38605,500,634.682667
-906.294,500,634.682671
-813.2594,500,651.033713
-901.49164,500,651.033756
-929.31384,500,651.033762
-911.91705,500,651.033767
-933.3952,500,711.102409
-1043.6759,500,711.102455
-1025.9669,500,711.102461
-790.56415,500,711.102466
-914.6067,500,727.162352
-972.51685,500,727.162394
-911.3278,500,727.1624
-796.90265,500,727.162404
-776.1919,500,742.457371
-997.5146,500,742.45741
-1016.58,500,742.457416
