#{"t_start": 1787027741.0741782, "env_id": "None"}
r,l,t
-315.52856,500,16.198081
-463.85257,500,16.198123
-451.83844,500,16.198131
-486.42972,500,16.198135
-323.51102,500,26.744959
-468.3947,500,26.745
-306.83755,500,26.745007
-473.7524,500,26.745011
-230.84842,500,37.160903
-423.7064,500,37.160944
-312.94208,500,37.16095
-318.98917,500,37.160955
-319.79355,500,48.26666
-290.13135,500,48.266699
-329.62976,500,48.266706
-210.48756,500,48.26671
-451.99817,500,62.464156
-530.54675,500,62.4642
-193.75035,500,62.464208
-177.59181,500,62.464212
-296.67416,500,74.206359
-339.546,500,74.206396
-338.73325,500,74.206402
-289.45612,500,74.206407
-224.10709,500,85.389771
-334.64813,500,85.389813
-203.40985,500,85.38982
-309.999,500,85.389825
-323.09995,500,97.475111
-404.28577,500,97.475151
-281.9189,500,97.475158
-399.49866,500,97.475162
-407.2832,500,109.452731
-275.94476,500,109.452772
-335.388,500,109.452779
-166.34477,500,109.452783
-378.57162,500,119.428728
-354.0384,500,119.428765
-339.37677,500,119.428772
-173.69763,500,119.428776
-252.04123,500,130.397483
-493.6076,500,130.397521
-249.25499,500,130.397528
-362.41895,500,130.397532
-409.0799,500,141.262861
-276.9002,500,141.2629
-368.9201,500,141.262906
-348.34985,500,141.26291
-264.49863,500,154.316433
-429.17398,500,154.316472
-211.8361,500,154.316478
-415.11542,500,154.316482
-123.34163,500,164.242331
-377.51447,500,164.242368
-195.53911,500,164.242374
-276.80872,500,164.242378
-191.27995,500,174.031686
-290.0797,500,174.031724
-228.37282,500,174.031731
-227.50092,500,174.031735
-329.61154,500,184.880978
-278.25574,500,184.881016
-112.17641,500,184.881022
-392.2309,500,184.881026
-366.60864,500,197.49844
-287.49802,500,197.49848
-407.68378,500,197.498487
-311.9742,500,197.498491
-312.06097,500,208.554564
-357.57724,500,208.554602
-263.27927,500,208.554608
-385.79358,500,208.554612
-301.3407,500,218.229678
-280.40387,500,218.229715
-302.5326,500,218.229722
-156.96571,500,218.229726
-300.4934,500,227.905467
-162.68785,500,227.905505
-386.35083,500,227.905512
-266.46777,500,227.905516
-136.76782,500,239.589638
-118.6215,500,239.589702
-335.47653,500,239.589709
-247.73795,500,239.589713
-249.11644,500,250.550738
-166.64862,500,250.550775
-200.87848,500,250.550782
-210.33429,500,250.550786
-240.38274,500,261.500183
-136.8742,500,261.500223
