#{"t_start": 1787035113.3889515, "env_id": "None"}
r,l,t
-1394.0969,500,15.283936
-1182.6267,500,15.283975
-1346.6749,500,15.283981
-1346.0492,500,15.283986
-1249.1406,500,25.215088
-1408.087,500,25.215126
-1377.3298,500,25.215132
-1250.2573,500,25.215137
-1323.8118,500,34.797784
-1316.6749,500,34.797823
-1176.1405,500,34.797829
-1331.1544,500,34.797833
-1387.6023,500,44.225742
-1599.6736,500,44.225783
-1306.9191,500,44.225791
-1382.1056,500,44.225817
-1390.2085,500,56.776994
-1486.4379,500,56.777037
-1285.017,500,56.777044
-1152.2178,500,56.777049
-1142.2792,500,66.683692
-1205.9622,500,66.683727
-1233.2095,500,66.683735
-1240.8864,500,66.683739
-1203.0249,500,76.323579
-1150.3267,500,76.32362
-1121.6385,500,76.323627
-1322.715,500,76.323631
-1437.313,500,86.533389
-1228.9331,500,86.533428
-1343.1459,500,86.533434
-1295.6157,500,86.533438
-1213.2991,500,97.891042
-1206.7516,500,97.89108
-1189.7871,500,97.891087
-1336.035,500,97.891092
-1388.4059,500,109.023102
-1337.8939,500,109.023141
-1177.1908,500,109.023147
-1379.609,500,109.023152
-1400.6768,500,119.324301
-1278.7352,500,119.32434
-1297.9232,500,119.324347
-1326.3022,500,119.324351
-1161.407,500,130.193244
-1340.4744,500,130.193283
-1266.2557,500,130.193289
-1375.3413,500,130.193293
-1302.6372,500,141.60578
-1236.645,500,141.605819
-1332.8813,500,141.605826
-1432.8009,500,141.60583
-1369.9681,500,151.279745
-1387.8705,500,151.279782
-1137.2148,500,151.279788
-1163.905,500,151.279792
-1353.1382,500,161.288446
-1411.4283,500,161.288483
-1407.6002,500,161.288489
-1214.6273,500,161.288498
-1355.5441,500,172.189506
-1151.7664,500,172.189545
-1226.1383,500,172.189552
-1335.8868,500,172.189556
-1358.8142,500,184.252412
-1231.9196,500,184.252451
-1355.805,500,184.252457
-1173.7959,500,184.252461
-1195.159,500,194.609866
-1371.5448,500,194.609906
-1336.5839,500,194.609913
-1247.9302,500,194.609917
-1221.8064,500,204.863063
-1513.8793,500,204.863097
-1332.0492,500,204.863103
-1165.3849,500,204.863108
-1230.234,500,214.908747
-1268.3589,500,214.908786
-1220.5701,500,214.908792
-1173.9554,500,214.908797
-1222.3464,500,226.212016
-1312.6167,500,226.212051
-1337.1803,500,226.212057
-1289.0348,500,226.212062
-1218.1935,500,235.612516
-1303.1334,500,235.612556
-1188.8079,500,235.612562
-1315.9412,500,235.612566
-1456.158,500,245.49747
-1191.6031,500,245.497511
-1167.6884,500,245.497518
-1448.5894,500,245.497523
-1307.7638,500,254.964579
-1253.2007,500,254.964617
-1334.0454,500,254.964624
-1206.44,500,254.964628
-1341.9697,500,266.52985
-1281.0073,500,266.529884
-1374.4066,500,266.529891
-1228.1753,500,266.529895
-1219.0076,500,276.289134
-1336.1461,500,276.289168
-1139.8125,500,276.289175
-1300.9003,500,276.289179
-1348.5564,500,286.202396
-1364.2312,500,286.202433
-1117.3191,500,286.202439
-1394.9885,500,286.202443
-929.8911,397,294.231138
-1218.628,500,296.516631
-1334.893,500,296.516666
-1411.0847,500,296.516672
-1256.9703,500,305.601861
-1402.8333,500,307.727785
-1203.0377,500,307.727821
-1212.2538,500,307.727827
-1282.9768,500,315.324948
-1342.3926,500,317.25674
-1401.6522,500,317.256777
-1205.8356,500,317.256783
-1342.657,500,324.758767
-1363.8156,500,326.724319
-1239.0308,500,326.724357
-1263.3933,500,326.724363
-1200.8556,500,334.568987
-1349.7747,500,336.524012
-1398.1053,500,336.524047
-1207.1842,500,336.524053
-1348.6077,500,345.711584
-1164.619,500,347.702372
-1242.3726,500,347.702411
-1190.2549,500,347.702418
-1162.1176,500,355.144001
-1228.8704,500,357.199085
-1201.7505,500,357.199121
-1340.626,500,357.199128
-1141.9253,500,364.716924
-1380.3885,500,366.651378
-1292.1433,500,366.651413
-1342.2747,500,366.65142
