#{"t_start": 1784867989.4141326, "env_id": "None"}
r,l,t
-54.250027,97,7.428602
-59.03356,182,9.893778
-52.466656,59,11.578255
-53.81786,129,15.318352
-53.833134,70,17.311965
-15.644892,500,18.978759
-3.2296538,500,18.978843
-82.89011,467,20.780448
-58.13655,134,22.872032
-55.410812,132,26.576955
-67.57434,346,27.248038
-54.40282,103,29.671389
-32.113567,500,33.498148
-93.02907,488,35.018659
-53.393543,74,35.678855
-47.544594,315,38.831044
-71.21059,439,40.015146
-69.067444,412,46.580817
-76.90713,406,47.096857
-51.872215,35,48.114252
-56.162796,130,50.411517
-52.778034,80,50.471123
-52.594257,82,52.814581
-8.320592,500,53.045161
-23.480999,500,54.23938
-54.25585,115,57.386882
-63.51493,324,59.54931
-53.505066,83,59.723319
-55.079742,93,62.186378
-56.259663,124,63.291036
-24.224594,500,69.341837
-31.045248,500,69.585257
-51.814125,37,70.652452
-55.645576,85,71.878649
-45.299442,500,79.097943
3.417294,500,80.206074
-56.616325,141,84.394682
-3.2377157,500,85.320279
-25.139326,500,86.517339
-21.48205,500,93.77828
-41.506054,500,98.853589
-45.864723,500,99.815339
-22.955404,500,100.997116
-57.440285,268,101.505291
-44.411892,500,113.204535
-31.339985,500,114.183692
-73.484634,461,114.794498
-47.212273,500,115.45177
-33.142097,500,130.081845
-18.720026,500,131.037468
-32.132553,500,131.563907
-7.750304,500,132.184262
-2.4445326,500,144.36378
-18.508612,500,145.350961
-23.856375,500,145.922988
-8.69352,500,146.603917
-64.25431,329,156.19207
-7.9876604,500,159.047332
-44.993595,500,159.973834
-13.664435,500,160.54311
-14.22632,500,170.644452
-11.499401,500,173.408249
-11.524506,500,174.402953
-17.602568,500,174.961155
-28.271248,500,185.021981
-21.854675,500,189.855213
-28.510088,500,190.813646
-24.02524,500,191.365337
-54.98513,99,192.773134
-20.99408,500,201.569951
-10.613764,500,205.529463
-3.8853552,500,206.110283
0.278788,500,207.509735
-53.202656,56,207.77446
-51.389114,104,210.538234
-18.180086,500,216.34419
-74.334,373,216.471985
-53.27195,61,218.256826
-19.04586,500,222.133687
-24.696672,500,224.879279
-65.540016,220,228.359395
-20.598324,500,230.509619
-33.95217,500,232.389161
-12.818313,500,239.318743
-7.695628,500,243.045266
-12.094472,500,245.317823
-16.50641,500,247.158019
-76.80298,449,255.009244
-46.40137,500,260.056352
-1.5458988,500,262.388013
-5.459058,500,264.265759
-53.054726,70,264.47906
-14.104991,500,269.610039
-10.069152,500,274.68811
