#{"t_start": 1784599491.660907, "env_id": "None"}
r,l,t
460.6299,500,17.914814
512.5234,500,17.914862
407.17657,500,17.914869
450.30725,500,17.914875
415.07388,500,27.937655
461.52985,500,27.937732
468.35413,500,27.937742
412.03735,500,27.937748
384.5003,500,38.594274
379.76114,500,38.594311
379.67334,500,38.594318
419.0351,500,38.594323
591.84485,500,48.289434
385.21176,500,48.289481
496.39734,500,48.289488
397.3348,500,48.289492
378.1462,500,62.373603
419.2788,500,62.373653
410.66904,500,62.373659
425.42517,500,62.373664
385.47836,500,73.331967
451.30554,500,73.332013
619.02484,500,73.332019
426.49243,500,73.332024
472.28082,500,84.522162
457.22614,500,84.522205
697.5389,500,84.522211
629.25397,500,84.522216
640.00964,500,95.62027
500.58304,500,95.620325
400.3691,500,95.620332
428.1523,500,95.620337
198.64684,306,104.534413
371.26996,500,108.810913
795.7305,500,108.810956
674.90247,500,108.810962
403.11832,500,115.224226
442.2312,500,119.414997
380.61658,500,119.415041
401.39285,500,119.415048
-38.46394,19,119.805816
