#{"t_start": 1786533934.9780083, "env_id": "None"}
r,l,t
-409.44858,500,17.271295
-179.164,500,17.271338
-168.78397,500,17.271344
-90.78624,500,17.271349
-337.1772,500,28.197581
-140.26582,500,28.197626
-147.2787,500,28.197633
-134.41159,500,28.197637
-312.38312,500,39.393294
-185.52242,500,39.393347
-194.86186,500,39.393353
-340.0584,500,39.393357
-280.76044,500,50.628098
-259.6966,500,50.628139
-277.1188,500,50.628145
-171.03731,500,50.62815
-178.84453,500,61.836107
-174.17216,500,61.836145
-256.36884,500,61.836152
-116.56103,500,61.836156
-203.52019,500,71.039384
-143.33736,500,71.039422
-127.06523,500,71.039428
-116.64366,500,71.039432
-146.79398,500,80.651438
-181.58855,500,80.651478
-154.67369,500,80.651484
-252.54192,500,80.651488
-160.73795,500,92.20722
-115.924774,500,92.207259
-200.07317,500,92.207266
-153.6932,500,92.20727
-185.9623,500,103.226414
-88.57645,500,103.226458
-106.79369,500,103.226465
-200.88136,500,103.226469
-119.313774,500,113.106035
-221.18745,500,113.106075
-124.95117,500,113.106081
-112.58198,500,113.106086
-244.92493,500,123.742367
-204.02133,500,123.742408
-189.6481,500,123.742414
-157.04628,500,123.742418
-112.7131,500,134.940418
-215.90163,500,134.940462
-83.89129,500,134.940468
-248.15587,500,134.940473
-103.05865,500,148.103711
-196.01622,500,148.103751
-135.30371,500,148.103757
-86.33499,500,148.103761
-184.77092,500,157.893397
-97.430405,500,157.893441
-95.96553,500,157.893449
-159.00455,500,157.893453
-189.9182,500,168.681326
-197.03801,500,168.681364
-192.63481,500,168.68137
-186.07187,500,168.681374
-236.33928,500,179.37482
-156.8448,500,179.374858
-234.89061,500,179.374864
-83.68647,500,179.374868
-110.54866,500,192.32955
-97.58236,500,192.329592
-223.22154,500,192.329598
-93.75797,500,192.329602
-238.54204,500,202.393744
-58.223083,500,202.393783
-157.54646,500,202.393789
-236.39143,500,202.393793
-104.691605,500,211.950426
-231.68265,500,211.95047
-182.79291,500,211.950477
-202.14252,500,211.950481
-87.1587,500,221.436947
-88.69027,500,221.436986
-91.57513,500,221.436993
-113.09829,500,221.436996
-127.088104,500,234.82402
-73.52829,500,234.824058
-192.94223,500,234.824065
-138.2205,500,234.824069
-136.20175,500,244.830796
-86.25658,500,244.830832
-95.829765,500,244.830838
-176.81224,500,244.830842
-94.27265,500,254.54573
-50.15086,500,254.54577
-84.79019,500,254.545776
-187.63536,500,254.54578
-123.01578,500,264.514999
-132.10876,500,264.515037
-78.99838,500,264.515043
-110.521194,500,264.515048
-97.74676,500,277.555938
